class,object_name,image1,image2
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person08_boxing_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person08_boxing_d3_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person08_boxing_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person08_boxing_d4_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person09_boxing_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person09_boxing_d1_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person09_boxing_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person09_boxing_d2_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person09_boxing_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person09_boxing_d3_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person09_boxing_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person09_boxing_d4_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person10_boxing_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person10_boxing_d1_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person10_boxing_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person10_boxing_d2_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person10_boxing_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person10_boxing_d3_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person10_boxing_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person10_boxing_d4_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person22_boxing_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person22_boxing_d1_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person22_boxing_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person22_boxing_d2_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person22_boxing_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person22_boxing_d3_uncomp_trajectories_features.json
0,boxing,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/boxing/person22_boxing_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/boxing/person22_boxing_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person02_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person02_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person02_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person02_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person02_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person02_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person02_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person02_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person03_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person03_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person03_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person03_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person03_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person03_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person03_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person03_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person05_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person05_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person05_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person05_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person05_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person05_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person05_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person05_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person06_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person06_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person06_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person06_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person06_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person06_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person06_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person06_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person07_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person07_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person07_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person07_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person07_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person07_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person07_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person07_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person08_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person08_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person08_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person08_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person08_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person08_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person08_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person08_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person09_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person09_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person09_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person09_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person09_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person09_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person09_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person09_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person10_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person10_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person10_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person10_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person10_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person10_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person10_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person10_handclapping_d4_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person22_handclapping_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person22_handclapping_d1_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person22_handclapping_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person22_handclapping_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person22_handclapping_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person22_handclapping_d3_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handclapping/person22_handclapping_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handclapping/person22_handclapping_d4_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person02_handwaving_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person02_handwaving_d1_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person02_handwaving_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person02_handwaving_d2_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person02_handwaving_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person02_handwaving_d3_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person02_handwaving_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person02_handwaving_d4_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person03_handwaving_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person03_handwaving_d1_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person03_handwaving_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person03_handwaving_d2_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person03_handwaving_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person03_handwaving_d3_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person03_handwaving_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person03_handwaving_d4_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person05_handwaving_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person05_handwaving_d1_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person05_handwaving_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person05_handwaving_d2_uncomp_trajectories_features.json
1,handclapping,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person05_handwaving_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person05_handwaving_d3_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person05_handwaving_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person05_handwaving_d4_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person06_handwaving_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person06_handwaving_d1_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person06_handwaving_d2_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person06_handwaving_d2_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person06_handwaving_d3_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person06_handwaving_d3_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person06_handwaving_d4_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person06_handwaving_d4_uncomp_trajectories_features.json
2,handwaving,/home/murilo/dataset/KTH/VideosTrainValidationTest_Hough_Features_BAS_BOW_diff_person/test/handwaving/person07_handwaving_d1_uncomp_diffs_full.json,/home/murilo/dataset/KTH/VideosTrainValidationTest_trajectory_person_l20_s10_all/test/handwaving/person07_handwaving_d1_uncomp_trajectories_features.json
