image2,class,image1,object_name
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jack/lena_jack_trajectories_features.json,1,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jack/lena_jack_diffs_full.json,jack
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jack/lyova_jack_trajectories_features.json,1,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jack/lyova_jack_diffs_full.json,jack
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jack/moshe_jack_trajectories_features.json,1,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jack/moshe_jack_diffs_full.json,jack
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jack/shahar_jack_trajectories_features.json,1,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jack/shahar_jack_diffs_full.json,jack
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/daria_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/daria_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/denis_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/denis_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/eli_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/eli_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/ido_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/ido_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/ira_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/ira_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/lena_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/lena_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/lyova_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/lyova_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/moshe_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/moshe_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/jump/shahar_jump_trajectories_features.json,2,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/jump/shahar_jump_diffs_full.json,jump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/daria_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/daria_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/denis_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/denis_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/eli_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/eli_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/ido_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/ido_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/ira_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/ira_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/lena_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/lena_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/lyova_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/lyova_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/moshe_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/moshe_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/pjump/shahar_pjump_trajectories_features.json,3,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/pjump/shahar_pjump_diffs_full.json,pjump
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/daria_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/daria_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/denis_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/denis_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/eli_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/eli_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/ido_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/ido_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/ira_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/ira_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/lena_run1_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/lena_run1_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/lena_run2_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/lena_run2_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/lyova_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/lyova_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/moshe_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/moshe_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/run/shahar_run_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/run/shahar_run_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/daria_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/daria_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/denis_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/denis_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/eli_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/eli_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/ido_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/ido_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/ira_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/ira_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/lena_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/lena_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/lyova_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/lyova_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/moshe_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/moshe_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/side/shahar_side_trajectories_features.json,5,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/side/shahar_side_diffs_full.json,side
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/daria_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/daria_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/denis_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/denis_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/eli_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/eli_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/ido_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/ido_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/ira_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/ira_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/lena_skip1_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/lena_skip1_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/lena_skip2_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/lena_skip2_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/lyova_skip_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/lyova_skip_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/moshe_skip_trajectories_features.json,6,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/moshe_skip_diffs_full.json,skip
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/skip/shahar_skip_trajectories_features.json,4,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/skip/shahar_skip_diffs_full.json,run
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/daria_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/daria_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/denis_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/denis_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/eli_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/eli_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/ido_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/ido_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/ira_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/ira_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/lena_walk1_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/lena_walk1_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/lena_walk2_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/lena_walk2_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/lyova_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/lyova_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/moshe_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/moshe_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/walk/shahar_walk_trajectories_features.json,7,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/walk/shahar_walk_diffs_full.json,walk
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/daria_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/daria_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/denis_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/denis_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/eli_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/eli_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/ido_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/ido_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/ira_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/ira_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/lena_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/lena_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/lyova_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/lyova_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/moshe_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/moshe_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave1/shahar_wave1_trajectories_features.json,8,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave1/shahar_wave1_diffs_full.json,wave1
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/daria_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/daria_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/denis_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/denis_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/eli_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/eli_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/ido_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/ido_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/ira_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/ira_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/lena_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/lena_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/lyova_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/lyova_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/moshe_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/moshe_wave2_diffs_full.json,wave2
/home/murilo/dataset/Weizmann/Videos_trajectory_from_body_parts_l20_s1/wave2/shahar_wave2_trajectories_features.json,9,/home/murilo/dataset/Weizmann/Videos_angles_from_body_parts/wave2/shahar_wave2_diffs_full.json,wave2
