image,object_name,class
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/lena_side_diffs_full.json,side,5
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/ido_side_diffs_full.json,side,5
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/moshe_side_diffs_full.json,run,4
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/eli_side_diffs_full.json,side,5
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/denis_side_diffs_full.json,side,5
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/lyova_side_diffs_full.json,pjump,3
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/side/ira_side_diffs_full.json,side,5
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/shahar_skip_diffs_full.json,run,4
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/lena_skip1_diffs_full.json,skip,6
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/ira_skip_diffs_full.json,skip,6
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/eli_skip_diffs_full.json,skip,6
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/denis_skip_diffs_full.json,skip,6
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/moshe_skip_diffs_full.json,run,4
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/daria_skip_diffs_full.json,jump,2
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/ido_skip_diffs_full.json,run,4
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/lyova_skip_diffs_full.json,run,4
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/skip/lena_skip2_diffs_full.json,skip,6
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/lyova_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/lena_walk2_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/shahar_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/daria_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/ira_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/ido_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/eli_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/lena_walk1_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/denis_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/walk/moshe_walk_diffs_full.json,walk,7
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/ira_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/daria_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/shahar_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/moshe_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/eli_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/denis_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/ido_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/lena_wave1_diffs_full.json,pjump,3
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave1/lyova_wave1_diffs_full.json,wave1,8
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/lena_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/ira_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/shahar_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/lyova_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/ido_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/moshe_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/eli_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/denis_wave2_diffs_full.json,wave2,9
/home/murilo/dataset/Weizmann/Angles_from_2DPoses/wave2/daria_wave2_diffs_full.json,wave2,9
